group_label,model_name,component_count,parameter_name,value,error
21-30,tsallis,3,temperature_1,0.0698145483952555,0.005580275934794703
21-30,tsallis,3,q_1,1.1788865600974263,0.006534580050679528
21-30,tsallis,3,norm_2,1159.2471091844889,245.18568544818135
21-30,tsallis,3,temperature_2,0.07797291041284095,0.0052806036179410334
21-30,tsallis,3,q_2,1.1098597316487555,0.021223724219276874
21-30,tsallis,3,norm_3,68.38898002316289,12.547847697151003
21-30,tsallis,3,temperature_3,0.159338818219667,0.004585431783543342
21-30,tsallis,3,q_3,1.1156755892970218,0.0035644146012815403
21-30,blast_wave,3,norm_1,219.874239476785,37.84118090989361
21-30,blast_wave,3,temperature_1,0.15136109262995276,0.004551260294824361
21-30,blast_wave,3,beta_s_1,0.9432164858404756,0.0055370890291586705
21-30,blast_wave,3,n_1,3.9500061613636857,0.46955706089830307
21-30,blast_wave,3,norm_2,2917.6804909032285,332.79065720909534
21-30,blast_wave,3,temperature_2,0.09605800855831882,0.0031977578123635886
21-30,blast_wave,3,beta_s_2,0.8920288949985155,0.009749306145144854
21-30,blast_wave,3,n_2,1.7364089818330286,0.17995049619048886
21-30,blast_wave,3,norm_3,2.2160813928223977,0.8547710897175766
21-30,blast_wave,3,temperature_3,0.19855860249260907,0.008879651303194847
21-30,blast_wave,3,beta_s_3,0.9899958944903604,0.001609047338796743
21-30,blast_wave,3,n_3,3.6572147216944675,3.2886832852278305
31-40,manuscript_juttner,1,norm_1,283.742281938522,11.309671004958602
31-40,manuscript_juttner,1,temperature_1,0.4738928043111492,0.004560402156412097
31-40,manuscript_juttner,1,U_1,2.9999998400977974,0.025501990246876494
31-40,exact_bose_einstein,1,norm_1,207.85853694790117,7.5503545990812455
31-40,exact_bose_einstein,1,temperature_1,0.5063029807548876,0.00438845840200941
31-40,exact_bose_einstein,1,U_1,2.999999708570527,0.041375590877747115
31-40,tsallis,1,norm_1,1642.4347013011368,62.8496632961502
31-40,tsallis,1,temperature_1,0.11031154638075501,0.0011920226711130341
31-40,tsallis,1,q_1,1.1521845643416595,0.0007317147287497772
31-40,blast_wave,1,norm_1,2766.042702127089,122.70578952867936
31-40,blast_wave,1,temperature_1,0.14786531015653037,0.0017559506514163575
31-40,blast_wave,1,beta_s_1,0.9424584446807803,0.0016594069160718594
31-40,blast_wave,1,n_1,3.999999999996948,0.009547687528767668
31-40,manuscript_juttner,2,norm_1,2.6518455638742267,0.24639066623248107
31-40,manuscript_juttner,2,temperature_1,1.065041354941983,0.014839569659690355
31-40,manuscript_juttner,2,U_1,2.999999512016024,0.1127323202120436
31-40,manuscript_juttner,2,norm_2,1056.5719535100504,50.884650908007245
31-40,manuscript_juttner,2,temperature_2,0.331468469458286,0.004241481200521369
31-40,manuscript_juttner,2,U_2,2.9999991878217074,0.13960871078453274
31-40,exact_bose_einstein,2,norm_1,673.9538296905617,32.22985666900257
31-40,exact_bose_einstein,2,temperature_1,0.3560967649622809,0.018340025686810563
31-40,exact_bose_einstein,2,U_1,2.896529987916042,0.18967190335050277
31-40,exact_bose_einstein,2,norm_2,1.6563791972106434,0.1557905167168402
31-40,exact_bose_einstein,2,temperature_2,1.1392493145932305,0.016466526877245924
31-40,exact_bose_einstein,2,U_2,2.999376256802043,0.09221134641014461
31-40,tsallis,2,norm_1,4020.1551293535877,2378.7546278019217
31-40,tsallis,2,temperature_1,0.07205171457974195,0.01395141004351122
31-40,tsallis,2,q_1,1.002867561923338,0.6718768163865857
31-40,tsallis,2,norm_2,751.7269453735304,66.38937583749612
31-40,tsallis,2,temperature_2,0.13388321922643986,0.0028269015807630693
31-40,tsallis,2,q_2,1.1420829799996775,0.0012180529509658866
31-40,blast_wave,2,norm_1,33.82528246254085,6.418167106692469
31-40,blast_wave,2,temperature_1,0.20448422960346366,0.008985038418721641
31-40,blast_wave,2,beta_s_1,0.9850408392605772,0.0015547716409651247
31-40,blast_wave,2,n_1,3.999287264020149,0.6162600572208745
31-40,blast_wave,2,norm_2,4687.726898530647,263.90875640543436
31-40,blast_wave,2,temperature_2,0.12411075206097519,0.0021657513075645646
31-40,blast_wave,2,beta_s_2,0.9350154229668644,0.002193766163832378
31-40,blast_wave,2,n_2,2.44377568158486,0.09554012803450651
31-40,manuscript_juttner,3,norm_1,29.786137053526154,2.630397224418422
31-40,manuscript_juttner,3,temperature_1,0.6991351665803957,0.027428211747321407
31-40,manuscript_juttner,3,U_1,2.9391801168935636,0.13878466457290872
31-40,manuscript_juttner,3,norm_2,0.01654486880032103,0.0030205940035712975
31-40,manuscript_juttner,3,temperature_2,1.999483552438705,0.38748749011774586
31-40,manuscript_juttner,3,U_2,2.6735330792825565,0.11300346097495195
31-40,manuscript_juttner,3,norm_3,2576.6332017742075,203.7529812922619
31-40,manuscript_juttner,3,temperature_3,0.22203800937910906,0.023807009170087087
31-40,manuscript_juttner,3,U_3,2.587102376558503,0.3872679188328705
31-40,exact_bose_einstein,3,norm_1,629.8694380354435,64.2247338205919
31-40,exact_bose_einstein,3,temperature_1,0.15672103874435211,0.001895477995199582
31-40,exact_bose_einstein,3,U_1,0.25793100946949604,0.3417496539484681
31-40,exact_bose_einstein,3,norm_2,14.217460262454653,0.5314444003260359
31-40,exact_bose_einstein,3,temperature_2,0.4378355547878385,0.0027644508532806977
31-40,exact_bose_einstein,3,U_2,0.9014478227867041,0.029453216059728615
31-40,exact_bose_einstein,3,norm_3,0.008895209887329792,0.0005521879817019515
31-40,exact_bose_einstein,3,temperature_3,1.265313619887396,0.01177473510825544
31-40,exact_bose_einstein,3,U_3,0.6717737609899501,0.06089561141707328
