manuscript_bin,pt_center_gev,species,yield_value,total_error
0--1,0.11,pion,17.03,1.31078816672679
0--1,0.13,pion,17.78,0.8209763330013982
0--1,0.15000000000000002,pion,17.955,0.7860184888066348
0--1,0.16999999999999998,pion,17.810000000000002,0.7810251355353267
0--1,0.19,pion,17.355,0.7660450823328337
0--1,0.225,kaon,0.903,0.0641346624175077
0--1,0.225,pion,16.075000000000003,0.7002856560004639
0--1,0.275,kaon,1.0180000000000002,0.06449913764621873
0--1,0.275,pion,14.38,0.5115662224971465
0--1,0.32499999999999996,kaon,1.1320000000000001,0.04826569264143533
0--1,0.32499999999999996,pion,12.655000000000001,0.45099889135118726
0--1,0.32499999999999996,proton,0.28200000000000003,0.033455599372672284
0--1,0.375,kaon,1.1600000000000001,0.04754135216376083
0--1,0.375,pion,11.14,0.3961377833573953
0--1,0.375,proton,0.31999999999999995,0.03387115954571822
0--1,0.42500000000000004,kaon,1.1900000000000002,0.052420921603636456
0--1,0.42500000000000004,pion,9.825,0.35128336140500593
0--1,0.42500000000000004,proton,0.3395,0.03281756123673127
0--1,0.475,kaon,1.2349999999999999,0.050990195135927854
0--1,0.475,pion,8.629999999999999,0.3060570788077035
0--1,0.475,proton,0.35050000000000003,0.020303955780744787
0--1,0.525,kaon,1.225,0.07447941497572212
0--1,0.525,pion,7.6000000000000005,0.26575391181086183
0--1,0.525,proton,0.3705,0.021144959075618638
0--1,0.575,kaon,1.185,0.07280109889280517
0--1,0.575,pion,6.640000000000001,0.23086792761230387
0--1,0.575,proton,0.372,0.019826146175091104
0--1,0.625,kaon,1.105,0.08395107498276427
0--1,0.625,pion,6.165,0.33845054639782646
0--1,0.625,proton,0.379,0.023580257844391855
0--1,0.675,kaon,1.0750000000000002,0.08246211251235323
0--1,0.675,pion,5.44,0.301041514357392
0--1,0.675,proton,0.37650000000000006,0.02263944697017055
0--1,0.725,kaon,1.0050000000000001,0.07930992178549615
0--1,0.725,pion,4.825,0.2668332812825267
0--1,0.725,proton,0.3755,0.0211044087812976
0--1,0.775,kaon,0.96,0.07343420458864691
0--1,0.775,pion,4.305,0.24142514996135972
0--1,0.775,proton,0.36550000000000005,0.020767347153183617
0--1,0.825,kaon,0.8850000000000001,0.07071067811865475
0--1,0.825,pion,3.7649999999999997,0.21101280636505604
0--1,0.825,proton,0.363,0.021870656557114322
0--1,0.875,kaon,0.8550000000000001,0.07072510139298385
0--1,0.875,pion,3.4050000000000002,0.19049014765608502
0--1,0.875,proton,0.353,0.023839328788671114
0--1,0.925,kaon,0.775,0.0608276253029822
0--1,0.925,pion,3.085,0.1710623382457
0--1,0.925,proton,0.34950000000000003,0.02344262721313497
0--1,0.975,kaon,0.7225,0.05295415800345589
0--1,0.975,pion,2.745,0.15132745950421558
0--1,0.975,proton,0.32999999999999996,0.02158827823672263
0--1,1.05,kaon,0.655,0.052420921603636456
0--1,1.05,pion,2.335,0.1324730525104612
0--1,1.05,proton,0.3045,0.02050176049193525
0--1,1.15,kaon,0.5489999999999999,0.043348771636813256
0--1,1.15,pion,1.875,0.10198039027185571
0--1,1.15,proton,0.28150000000000003,0.01844036851776029
0--1,1.25,kaon,0.479,0.03671856434220323
0--1,1.25,pion,1.516,0.08497795481370238
0--1,1.25,proton,0.256,0.017586982097370023
0--1,1.35,kaon,0.4125,0.03175301510468488
0--1,1.35,pion,1.229,0.06896559551087189
0--1,1.35,proton,0.22449999999999998,0.015661637196400624
0--1,1.45,kaon,0.35600000000000004,0.02778947968768713
0--1,1.45,pion,1.0165000000000002,0.05805389519892521
0--1,1.45,proton,0.196,0.01346476832770701
0--1,1.55,kaon,0.307,0.024683064934462
0--1,1.55,pion,0.835,0.04850773134253961
0--1,1.55,proton,0.1735,0.011885535563922182
0--1,1.65,kaon,0.26,0.021213203435596427
0--1,1.65,pion,0.685,0.04044749683231337
0--1,1.65,proton,0.155,0.011086041932630193
0--1,1.75,kaon,0.2185,0.01824828759089466
0--1,1.75,pion,0.5714999999999999,0.034033186332880494
0--1,1.75,proton,0.1355,0.009534201129544497
0--1,1.85,kaon,0.189,0.016278820596099707
0--1,1.85,pion,0.47550000000000003,0.02844292530665578
0--1,1.85,proton,0.11299999999999999,0.00807988842559072
0--1,1.95,kaon,0.1585,0.014317821063276353
0--1,1.95,pion,0.3945,0.02383814259052519
0--1,1.95,proton,0.0985,0.007161988519181639
0--1,2.1,kaon,0.1215,0.009137464797715152
0--1,2.1,pion,0.306,0.015033296378372907
0--1,2.1,proton,0.08099999999999999,0.0055908910219455024
0--1,2.3,kaon,0.088,0.006203658925317489
0--1,2.3,pion,0.218,0.011045361017187262
0--1,2.3,proton,0.062,0.00412310562561766
0--1,2.5,kaon,0.0665,0.00412310562561766
0--1,2.5,pion,0.158,0.00806225774829855
0--1,2.5,proton,0.046849999999999996,0.003372551778663795
0--1,2.7,kaon,0.049350000000000005,0.004177319714841084
0--1,2.7,pion,0.11699999999999999,0.006212889826803627
0--1,2.7,proton,0.0335,0.0031622776601683794
0--1,2.9,kaon,0.0382,0.0038964803718620203
0--1,2.9,pion,0.0872,0.004617358552246078
0--1,2.9,proton,0.024300000000000002,0.003981524762208387
0--1,3.1,kaon,0.03005,0.0034365680554879164
0--1,3.1,pion,0.06595,0.0034132096331752023
0--1,3.1,proton,0.018050000000000004,0.0033241540277189324
0--1,3.3,kaon,0.02365,0.0027294688127912363
0--1,3.3,pion,0.0505,0.0026172504656604804
0--1,3.3,proton,0.0137,0.0025675930640316575
0--1,3.5,kaon,0.01855,0.002022374841615668
0--1,3.5,pion,0.0387,0.002009975124224178
0--1,3.5,proton,0.010249999999999999,0.0018110770276274835
0--1,3.7,kaon,0.01485,0.0014317821063276352
0--1,3.7,pion,0.030150000000000003,0.0015628630723509328
0--1,3.7,proton,0.0079,0.0013152946437965907
0--1,3.9,kaon,0.011600000000000001,0.001019803902718557
0--1,3.9,pion,0.02365,0.001216552506059644
0--1,3.9,proton,0.00615,0.0009219544457292889
0--1,4.25,kaon,0.0079,0.000608276253029822
0--1,4.25,pion,0.016100000000000003,0.0008062257748298549
0--1,4.25,proton,0.003965,0.0005375872022286245
0--1,4.75,kaon,0.004750000000000001,0.0003347034934882029
0--1,4.75,pion,0.009655,0.0005014236097695715
0--1,4.75,proton,0.002255,0.0002717098075006567
0--1,5.5,kaon,0.002405,0.00015524174696260025
0--1,5.5,pion,0.004875000000000001,0.0002531797780234433
0--1,5.5,proton,0.0010350000000000001,0.00010921030379950966
0--1,7.0,kaon,0.0007900000000000001,6.324555320336759e-05
0--1,7.0,pion,0.0016,9.219544457292888e-05
0--1,7.0,proton,0.000285,2.23606797749979e-05
0--1,9.0,kaon,0.00022850000000000002,2.2611368191204526e-05
0--1,9.0,pion,0.00044650000000000007,2.768159834906417e-05
0--1,9.0,proton,6.6e-05,7.0710678118654756e-06
0--1,12.5,kaon,5.35e-05,6.324555320336759e-06
0--1,12.5,pion,0.0001,7.6157731058639085e-06
0--1,12.5,proton,1.1e-05,1.4142135623730954e-06
0--1,17.5,kaon,1.05e-05,1.5694426509535423e-06
0--1,17.5,pion,1.835e-05,1.6643316977093238e-06
0--1,17.5,proton,1.55e-06,4.4721359549995787e-07
1--5,0.11,pion,13.630000000000003,1.0151972596521426
1--5,0.13,pion,14.255,0.6053315965036266
1--5,0.15000000000000002,pion,14.51,0.570350769263968
1--5,0.16999999999999998,pion,14.420000000000002,0.570350769263968
1--5,0.19,pion,14.07,0.5553605063541099
1--5,0.225,kaon,0.759,0.05065855368942122
1--5,0.225,pion,13.035,0.5150970873760539
1--5,0.275,kaon,0.854,0.050161345354077506
1--5,0.275,pion,11.6125,0.35564062611255054
1--5,0.32499999999999996,kaon,0.9450000000000001,0.035175131854531
1--5,0.32499999999999996,pion,10.190000000000001,0.30963083709615136
1--5,0.32499999999999996,proton,0.253,0.029156411008290598
1--5,0.375,kaon,0.964,0.03274666090423009
1--5,0.375,pion,8.9345,0.27111806188991844
1--5,0.375,proton,0.2785,0.028113218242086634
1--5,0.42500000000000004,kaon,0.9615,0.03542998408226995
1--5,0.42500000000000004,pion,7.8260000000000005,0.2376031469178188
1--5,0.42500000000000004,proton,0.297,0.028071428224429516
1--5,0.475,kaon,0.9855,0.03429729734198335
1--5,0.475,pion,6.8355,0.20711833470121171
1--5,0.475,proton,0.3055,0.0165703210110805
1--5,0.525,kaon,0.98,0.05070085246599692
1--5,0.525,pion,5.9925,0.17913688744492534
1--5,0.525,proton,0.3145,0.0165703210110805
1--5,0.575,kaon,0.9404999999999999,0.05551259024695729
1--5,0.575,pion,5.223000000000001,0.15361727994440474
1--5,0.575,proton,0.3195,0.016126452950002892
1--5,0.625,kaon,0.8850000000000001,0.0608276253029822
1--5,0.625,pion,4.795,0.24581530782776748
1--5,0.625,proton,0.321,0.018172974693008992
1--5,0.675,kaon,0.835,0.061177727816929935
1--5,0.675,pion,4.175000000000001,0.21059409575678814
1--5,0.675,proton,0.3155,0.01718406500604645
1--5,0.725,kaon,0.7929999999999999,0.05968837498809999
1--5,0.725,pion,3.6900000000000004,0.1902629759044045
1--5,0.725,proton,0.308,0.016126452950002892
1--5,0.775,kaon,0.7355,0.05229528413447872
1--5,0.775,pion,3.26,0.17029386365926402
1--5,0.775,proton,0.3015,0.015135094603294798
1--5,0.825,kaon,0.6865,0.050153648536890985
1--5,0.825,pion,2.8850000000000002,0.1503329637837291
1--5,0.825,proton,0.2985,0.01718406500604645
1--5,0.875,kaon,0.6455,0.04776496711013123
1--5,0.875,pion,2.5650000000000004,0.130384048104053
1--5,0.875,proton,0.294,0.019105260759258308
1--5,0.925,kaon,0.5885,0.043158596584672804
1--5,0.925,pion,2.289,0.1184230008534578
1--5,0.925,proton,0.28,0.01817631341514752
1--5,0.975,kaon,0.5535000000000001,0.04044749683231337
1--5,0.975,pion,2.057,0.10638142299293535
1--5,0.975,proton,0.2665,0.01669051677065811
1--5,1.05,kaon,0.485,0.03535533905932738
1--5,1.05,pion,1.7245,0.0897008980923161
1--5,1.05,proton,0.2445,0.015133325560164024
1--5,1.15,kaon,0.40750000000000003,0.02971209459998578
1--5,1.15,pion,1.38,0.07167462045008074
1--5,1.15,proton,0.21650000000000003,0.013647541030848427
1--5,1.25,kaon,0.351,0.026076809620810597
1--5,1.25,pion,1.109,0.05863660259144231
1--5,1.25,proton,0.194,0.01216664316273243
1--5,1.35,kaon,0.2985,0.02258875739780246
1--5,1.35,pion,0.8975,0.047668141987726106
1--5,1.35,proton,0.172,0.01068918945734226
1--5,1.45,kaon,0.254,0.0191049731745428
1--5,1.45,pion,0.7335,0.03920459156782532
1--5,1.45,proton,0.148,0.00970879174223923
1--5,1.55,kaon,0.21600000000000003,0.017073314567275046
1--5,1.55,pion,0.601,0.03313608305156178
1--5,1.55,proton,0.1315,0.00864090110279572
1--5,1.65,kaon,0.1825,0.014534482612995553
1--5,1.65,pion,0.491,0.027663205547534847
1--5,1.65,proton,0.11099999999999999,0.0076586395315503975
1--5,1.75,kaon,0.1545,0.012539999694598798
1--5,1.75,pion,0.40800000000000003,0.023194827009486402
1--5,1.75,proton,0.098,0.0065769151710818475
1--5,1.85,kaon,0.1305,0.011045361017187262
1--5,1.85,pion,0.33799999999999997,0.01960236220839229
1--5,1.85,proton,0.08349999999999999,0.0055908910219455024
1--5,1.95,kaon,0.11149999999999999,0.01004987562112089
1--5,1.95,pion,0.27849999999999997,0.0161245154965971
1--5,1.95,proton,0.071,0.004611062569605223
1--5,2.1,kaon,0.08415,0.006129437168288781
1--5,2.1,pion,0.2133,0.010067894957698036
1--5,2.1,proton,0.056900000000000006,0.003559868021501115
1--5,2.3,kaon,0.061,0.004200983777868185
1--5,2.3,pion,0.15175,0.007175131879102401
1--5,2.3,proton,0.04240000000000001,0.0026969011437309853
1--5,2.5,kaon,0.045200000000000004,0.002942787793912432
1--5,2.5,pion,0.10955,0.005223983154643591
1--5,2.5,proton,0.03145,0.002137837891468452
1--5,2.7,kaon,0.033800000000000004,0.002716615541441225
1--5,2.7,pion,0.0803,0.004004996878900157
1--5,2.7,proton,0.02255,0.002246085406017743
1--5,2.9,kaon,0.02615,0.0025675930640316575
1--5,2.9,pion,0.0596,0.0029068883707497263
1--5,2.9,proton,0.01615,0.0026076809620810596
1--5,3.1,kaon,0.0203,0.0022588757397802453
1--5,3.1,pion,0.04465,0.0022022715545545243
1--5,3.1,proton,0.011800000000000001,0.0021592872572051757
1--5,3.3,kaon,0.01575,0.0017614006522449262
1--5,3.3,pion,0.034,0.0016530302953903899
1--5,3.3,proton,0.0089,0.0017029386365926401
1--5,3.5,kaon,0.012199999999999999,0.0013038404810405298
1--5,3.5,pion,0.026250000000000002,0.0013038404810405298
1--5,3.5,proton,0.00661,0.0011991768734646913
1--5,3.7,kaon,0.0097,0.0009055385138137418
1--5,3.7,pion,0.020460000000000002,0.000989103233738358
1--5,3.7,proton,0.00506,0.0008388237165232392
1--5,3.9,kaon,0.007645000000000001,0.0006449818127868075
1--5,3.9,pion,0.016045,0.0007741446893184762
1--5,3.9,proton,0.00386,0.0005880690948059198
1--5,4.25,kaon,0.005295,0.00039319206502675
1--5,4.25,pion,0.01089,0.0005215361924162119
1--5,4.25,proton,0.0024800000000000004,0.0003373801290721835
1--5,4.75,kaon,0.0032000000000000006,0.00020718475925876557
1--5,4.75,pion,0.0064150000000000006,0.0003114482300479487
1--5,4.75,proton,0.001365,0.00016620879132610397
1--5,5.5,kaon,0.0016150000000000001,9.708791742239229e-05
1--5,5.5,pion,0.00321,0.000161245154965971
1--5,5.5,proton,0.000615,6.576915171081848e-05
1--5,7.0,kaon,0.000537,3.863935817272331e-05
1--5,7.0,pion,0.0010600000000000002,5.5939734670303143e-05
1--5,7.0,proton,0.00016900000000000002,1.504219723741053e-05
1--5,9.0,kaon,0.00015000000000000001,1.4317821063276352e-05
1--5,9.0,pion,0.000291,1.6770748548865888e-05
1--5,9.0,proton,3.85e-05,3.6055512754639896e-06
1--5,12.5,kaon,3.47e-05,4.026241083247681e-06
1--5,12.5,pion,6.65e-05,4.1231056256176614e-06
1--5,12.5,proton,7.35e-06,9.219544457292886e-07
1--5,17.5,kaon,6.3e-06,8.544003745317531e-07
1--5,17.5,pion,1.1499999999999998e-05,8.944271909999157e-07
1--5,17.5,proton,1.15e-06,2.2360679774997894e-07
10--15,0.11,pion,9.77,0.7252761376382858
10--15,0.13,pion,10.305,0.43511530795064557
10--15,0.15000000000000002,pion,10.575000000000001,0.4151204819200988
10--15,0.16999999999999998,pion,10.55,0.4101219330881975
10--15,0.19,pion,10.325000000000001,0.40012505857541036
10--15,0.225,kaon,0.585,0.03861688231340217
10--15,0.225,pion,9.5975,0.37258590866694785
10--15,0.275,kaon,0.6535,0.03762085295697047
10--15,0.275,pion,8.560500000000001,0.2580697622006343
10--15,0.32499999999999996,kaon,0.7150000000000001,0.02612172241912102
10--15,0.32499999999999996,pion,7.4675,0.22358052603134665
10--15,0.32499999999999996,proton,0.20600000000000002,0.02308828043152619
10--15,0.375,kaon,0.7215,0.02458180119102049
10--15,0.375,pion,6.499,0.19406442913514207
10--15,0.375,proton,0.2245,0.022091470199913185
10--15,0.42500000000000004,kaon,0.7155,0.025179638950750226
10--15,0.42500000000000004,pion,5.6555,0.16957373604517145
10--15,0.42500000000000004,proton,0.2375,0.021095236638308153
10--15,0.475,kaon,0.718,0.024683665833045605
10--15,0.475,pion,4.883,0.14555497827074013
10--15,0.475,proton,0.24450000000000002,0.013039328697780085
10--15,0.525,kaon,0.7044999999999999,0.036124879263520884
10--15,0.525,pion,4.234999999999999,0.125064020452997
10--15,0.525,proton,0.25,0.013039328697780085
10--15,0.575,kaon,0.6619999999999999,0.03870726895845546
10--15,0.575,pion,3.6655,0.10557584466464595
10--15,0.575,proton,0.2485,0.011544140215763095
10--15,0.625,kaon,0.625,0.045398237851264664
10--15,0.625,pion,3.324,0.1697388216498013
10--15,0.625,proton,0.2495,0.014083055037694699
10--15,0.675,kaon,0.5815000000000001,0.041800162410619984
10--15,0.675,pion,2.8975,0.14821609782823858
10--15,0.675,proton,0.24,0.01308905348380441
10--15,0.725,kaon,0.542,0.03926351913897858
10--15,0.725,pion,2.521,0.1287195436595297
10--15,0.725,proton,0.234,0.012042772234369545
10--15,0.775,kaon,0.501,0.03628355212166108
10--15,0.775,pion,2.2005,0.11321667410656433
10--15,0.775,proton,0.226,0.011544140215763095
10--15,0.825,kaon,0.464,0.03380361041603425
10--15,0.825,pion,1.9345,0.09971317606848065
10--15,0.825,proton,0.22,0.012099153727576584
10--15,0.875,kaon,0.43200000000000005,0.03125699921617557
10--15,0.875,pion,1.7109999999999999,0.08820433451844327
10--15,0.875,proton,0.212,0.013590270217068124
10--15,0.925,kaon,0.3925,0.028779416792035394
10--15,0.925,pion,1.519,0.07823042886243178
10--15,0.925,proton,0.202,0.012597270508379102
10--15,0.975,kaon,0.35600000000000004,0.02574262474998008
10--15,0.975,pion,1.3525,0.06967963323190146
10--15,0.975,proton,0.1895,0.01216664316273243
10--15,1.05,kaon,0.312,0.02258875739780246
10--15,1.05,pion,1.1255000000000002,0.058576878166947066
10--15,1.05,proton,0.1705,0.010547618319154076
10--15,1.15,kaon,0.259,0.0191049731745428
10--15,1.15,pion,0.884,0.045598805710791585
10--15,1.15,proton,0.148,0.009552630379629154
10--15,1.25,kaon,0.22049999999999997,0.016031219541881397
10--15,1.25,pion,0.7050000000000001,0.037121422386541175
10--15,1.25,proton,0.13,0.008558821443217984
10--15,1.35,kaon,0.1865,0.014035668847618199
10--15,1.35,pion,0.5634999999999999,0.030149626863362672
10--15,1.35,proton,0.112,0.0070710678118654745
10--15,1.45,kaon,0.157,0.012041594578792296
10--15,1.45,pion,0.45399999999999996,0.02413498120124012
10--15,1.45,proton,0.09445,0.005836466237023847
10--15,1.55,kaon,0.1335,0.01004987562112089
10--15,1.55,pion,0.36750000000000005,0.02009975124224178
10--15,1.55,proton,0.08130000000000001,0.005219679970737842
10--15,1.65,kaon,0.11025000000000001,0.008751855262920261
10--15,1.65,pion,0.303,0.01711724276862369
10--15,1.65,proton,0.06915,0.004481357080221622
10--15,1.75,kaon,0.09245,0.007553816385137073
10--15,1.75,pion,0.24700000000000003,0.014142135623730949
10--15,1.75,proton,0.05925,0.0038451323071016247
10--15,1.85,kaon,0.07794999999999999,0.0065620118866091676
10--15,1.85,pion,0.201,0.011543477797989778
10--15,1.85,proton,0.04875,0.003201953580284097
10--15,1.95,kaon,0.06515,0.005713734733996892
10--15,1.95,pion,0.166,0.009552630379629154
10--15,1.95,proton,0.04235,0.0028022363942238494
10--15,2.1,kaon,0.04915,0.003622154055254967
10--15,2.1,pion,0.1264,0.005913543776789008
10--15,2.1,proton,0.032799999999999996,0.002050176049193525
10--15,2.3,kaon,0.0352,0.0024824513961768605
10--15,2.3,pion,0.0891,0.004169235303377497
10--15,2.3,proton,0.0239,0.001529832082968803
10--15,2.5,kaon,0.026050000000000004,0.0017262676501632068
10--15,2.5,pion,0.0635,0.003020755938210289
10--15,2.5,proton,0.0174,0.0011774828382175966
10--15,2.7,kaon,0.0195,0.0015132745950421555
10--15,2.7,pion,0.0463,0.0023021728866442675
10--15,2.7,proton,0.011800000000000001,0.0012855490470489658
10--15,2.9,kaon,0.015050000000000001,0.001414213562373095
10--15,2.9,pion,0.034100000000000005,0.0017029386365926401
10--15,2.9,proton,0.008400000000000001,0.00140356688476182
10--15,3.1,kaon,0.01165,0.0012041594578792293
10--15,3.1,pion,0.025425,0.0012332882874656682
10--15,3.1,proton,0.00605,0.0012041594578792293
10--15,3.3,kaon,0.00905,0.001004987562112089
10--15,3.3,pion,0.019264999999999997,0.0009284531143869405
10--15,3.3,proton,0.004475,0.0009085291375874319
10--15,3.5,kaon,0.006985000000000001,0.0007045575132941702
10--15,3.5,pion,0.014830000000000003,0.0007134423592694789
10--15,3.5,proton,0.00332,0.0006428063471995279
10--15,3.7,kaon,0.00553,0.0005048781269399667
10--15,3.7,pion,0.0115,0.0005532630477449222
10--15,3.7,proton,0.0025700000000000002,0.0004577393344786209
10--15,3.9,kaon,0.0043300000000000005,0.00036003568495459367
10--15,3.9,pion,0.00898,0.0004328972164382672
10--15,3.9,proton,0.00199,0.000322490309931942
10--15,4.25,kaon,0.002955,0.00021213203435596428
10--15,4.25,pion,0.00608,0.00029154759474226506
10--15,4.25,proton,0.001255,0.00018110770276274834
10--15,4.75,kaon,0.0017500000000000003,0.0001118033988749895
10--15,4.75,pion,0.0035600000000000002,0.0001711724276862369
10--15,4.75,proton,0.00067,8.558821443217984e-05
10--15,5.5,kaon,0.000905,5.099019513592785e-05
10--15,5.5,pion,0.00179,9.055385138137417e-05
10--15,5.5,proton,0.000304,3.4223682751142786e-05
10--15,7.0,kaon,0.000299,2.137755832643195e-05
10--15,7.0,pion,0.0005795,3.0907224793853136e-05
10--15,7.0,proton,8.05e-05,8.079888425590721e-06
10--15,9.0,kaon,8.55e-05,8.246211251235323e-06
10--15,9.0,pion,0.00015950000000000003,9.219544457292887e-06
10--15,9.0,proton,1.8e-05,2.2360679774997904e-06
